Date,Home,Away,Nutral Site
3/11/2011,Arizona Wildcats,Southern California Trojans,"at Los Angeles, CA"
3/11/2011,New Mexico Lobos,Brigham Young Cougars,"at Las Vegas, NV"
3/11/2011,Penn State Nittany Lions,Wisconsin Badgers,"at Indianapolis, IN"
3/11/2011,Rhode Island Rams,Richmond Spiders,"at Atlantic City, NJ"
3/11/2011,California-Santa Barbara Gauchos,California State-Long Beach 49ers,"at Anaheim, CA"
3/11/2011,Ball State Cardinals,Kent State Golden Flashes,"at Cleveland, OH)"
3/11/2011,Texas A&M Aggies,Texas Longhorns,"at Kansas City, MO"
3/11/2011,Vanderbilt Commodores,Mississippi State Bulldogs,"at Atlanta, GA"
3/11/2011,Washington Huskies,Oregon Ducks,"at Los Angeles, CA"
3/11/2011,CS Northridge,California-Riverside Highlanders,"at Anaheim, CA"
3/11/2011,UNLV Rebels,San Diego State Aztecs,"at Las Vegas, NV"
3/11/2011,New Mexico State Aggies,Boise State Broncos,"at Las Vegas, NV"
3/12/2011,Memphis Tigers,Texas-El Paso Miners,"at El Paso, TX"
3/12/2011,Boston University Terriers,Stony Brook Seawolves,
3/12/2011,Kentucky Wildcats,Georgia Bulldogs,"at Atlanta, GA"
3/12/2011,Clemson Tigers,ACC Semirfinal #1North Carolina,"at Greensboro, NC"
3/12/2011,Saint Josephs-Pennsylvania Hawks,Dayton Flyers,"at Atlantic City, NJ"
3/12/2011,Michigan Wolverines,Ohio State Buckeyes,"at Indianapolis, IN"
3/12/2011,Hampton,Morgan State Bears,"at Winston-Salem, NC"
3/12/2011,Vanderbilt Commodores,Florida Gators,"at Atlanta, GA"
3/12/2011,Virginia Tech Hokies,ACC Semirfinal #2Duke,"at Greensboro, NC"
3/12/2011,Richmond Spiders,Temple Owls,"at Atlantic City, NJ"
3/12/2011,Penn State Nittany Lions,Michigan State Spartans,"at Indianapolis, IN"
3/12/2011,McNeese St.,Texas-San Antonio Roadrunners,"at Katy, TX"
3/12/2011,Washington Huskies,Arizona Wildcats,"at Los Angeles, CA"
3/12/2011,Texas Longhorns,Kansas Jayhawks,"at Kansas City, MO"
3/12/2011,Kent State Golden Flashes,Akron Zips,"at Cleveland, OH"
3/12/2011,San Diego State Aztecs,Brigham Young Cougars,"at Las Vegas, NV"
3/12/2011,California-Santa Barbara Gauchos,California State-Long Beach 49ers,"at Anaheim, CA"
3/12/2011,Alabama State Hornets,Grambling State Tigers,"at Garland, TX"
3/12/2011,Louisville Cardinals,Connecticut Huskies,"at New York, NY"
3/12/2011,South Dakota Coyotes,North Dakota Fighting Hawks,"at Orem, UT"
3/12/2011,Boise State Broncos,Utah State Aggies,"at Las Vegas, NV"
3/13/2011,Florida Gators,Kentucky Wildcats,"at Atlanta, GA"
3/13/2011,Richmond Spiders,Dayton Flyers,"at Atlantic City, NJ"
3/13/2011,Duke Blue Devils,North Carolina Central Eagles,"at Greensboro, NC"
3/13/2011,Penn State Nittany Lions,Ohio State Buckeyes,"at Indianapolis, IN"
3/15/2011,UALR,North Carolina-Asheville Bulldogs,Post Season
3/15/2011,Clemson Tigers,Alabama-Birmingham Blazers,Post Season
3/16/2011,Alabama State Hornets,Texas-San Antonio Roadrunners,Post Season
3/16/2011,Virginia Commonwealth Rams,Southern California Trojans,Post Season
3/17/2011,Clemson Tigers,West Virginia Mountaineers,Post Season
3/17/2011,Old Dominion Monarchs,Butler Bulldogs,Post Season
3/17/2011,Morehead State Eagles,Louisville Cardinals,Post Season
3/17/2011,Penn State Nittany Lions,Temple Owls,Post Season
3/17/2011,Princeton Tigers,Kentucky Wildcats,Post Season
3/17/2011,North Carolina-Asheville Bulldogs,Pittsburgh Panthers,Post Season
3/17/2011,Richmond Spiders,Vanderbilt Commodores,Post Season
3/17/2011,Northern Colorado Bears,San Diego State Aztecs,Post Season
3/17/2011,California-Santa Barbara Gauchos,Florida Gators,Post Season
3/17/2011,Wofford Terriers,Brigham Young Cougars,Post Season
3/17/2011,Bucknell Bison,Connecticut Huskies,Post Season
3/17/2011,Belmont Bruins,Wisconsin Badgers,Post Season
3/17/2011,Michigan State Spartans,UCLA Bruins,Post Season
3/17/2011,Gonzaga Bulldogs,Saint Johns Red Storm,Post Season
3/17/2011,Missouri Tigers,Cincinnati Bearcats,Post Season
3/17/2011,Utah State Aggies,Kansas State Wildcats,Post Season
3/18/2011,Oakland Golden Grizzlies,Texas Longhorns,Post Season
3/18/2011,Tennessee Volunteers,Michigan Wolverines,Post Season
3/18/2011,Akron Zips,Notre Dame Fighting Irish,Post Season
3/18/2011,Villanova Wildcats,George Mason Patriots,Post Season
3/18/2011,Memphis Tigers,Arizona Wildcats,Post Season
3/18/2011,Hampton,Duke Blue Devils,Post Season
3/18/2011,Florida State Seminoles,Texas A&M Aggies,Post Season
3/18/2011,Texas-San Antonio Roadrunners,Ohio State Buckeyes,Post Season
3/18/2011,Boston University Terriers,Kansas Jayhawks,Post Season
3/18/2011,Long Island,North Carolina Central Eagles,Post Season
3/18/2011,Saint Peters Peacocks,Purdue Boilermakers,Post Season
3/18/2011,Marquette Golden Eagles,Xavier Musketeers,Post Season
3/18/2011,Illinois Fighting Illini,UNLV Rebels,Post Season
3/18/2011,Georgia Bulldogs,Washington Huskies,Post Season
3/18/2011,Virginia Commonwealth Rams,Georgetown Hoyas,Post Season
3/18/2011,Indiana State Sycamores,Syracuse Orange,Post Season
3/19/2011,Kentucky Wildcats,West Virginia Mountaineers,Post Season
3/19/2011,UCLA Bruins,Florida Gators,Post Season
3/19/2011,Richmond Spiders,Morehead State Eagles,Post Season
3/19/2011,Temple Owls,San Diego State Aztecs,Post Season
3/19/2011,Pittsburgh Panthers,Butler Bulldogs,Post Season
3/19/2011,Gonzaga Bulldogs,Brigham Young Cougars,Post Season
3/19/2011,Kansas State Wildcats,Wisconsin Badgers,Post Season
3/19/2011,Cincinnati Bearcats,Connecticut Huskies,Post Season
3/20/2011,Washington Huskies,North Carolina Central Eagles,Post Season
3/20/2011,Michigan Wolverines,Duke Blue Devils,Post Season
3/20/2011,George Mason Patriots,Ohio State Buckeyes,Post Season
3/20/2011,Arizona Wildcats,Texas Longhorns,Post Season
3/20/2011,Virginia Commonwealth Rams,Purdue Boilermakers,Post Season
3/20/2011,Marquette Golden Eagles,Syracuse Orange,Post Season
3/20/2011,Illinois Fighting Illini,Kansas Jayhawks,Post Season
3/20/2011,Florida State Seminoles,Notre Dame Fighting Irish,Post Season
3/24/2011,Connecticut Huskies,San Diego State Aztecs,Post Season
3/24/2011,Florida Gators,Brigham Young Cougars,Post Season
3/24/2011,Arizona Wildcats,Duke Blue Devils,Post Season
3/24/2011,Wisconsin Badgers,Butler Bulldogs,Post Season
3/25/2011,Marquette Golden Eagles,North Carolina Central Eagles,Post Season
3/25/2011,Richmond Spiders,Kansas Jayhawks,Post Season
3/25/2011,Kentucky Wildcats,Ohio State Buckeyes,Post Season
3/25/2011,Virginia Commonwealth Rams,Florida State Seminoles,Post Season
3/26/2011,Florida Gators,Butler Bulldogs,Post Season
3/26/2011,Arizona Wildcats,Connecticut Huskies,Post Season
3/27/2011,Kansas Jayhawks,Virginia Commonwealth Rams,Post Season
3/27/2011,Kentucky Wildcats,North Carolina Central Eagles,Post Season
4/2/2011,Virginia Commonwealth Rams,Butler Bulldogs,Post Season
4/2/2011,Kentucky Wildcats,Connecticut Huskies,Post Season
4/4/2011,Connecticut Huskies,Butler Bulldogs,Post Season
3/15/2011,College of Charleston Cougars,Dayton Flyers,
3/15/2011,Alabama Crimson Tide,Coastal Carolina Chanticleers,
3/15/2011,Oklahoma State Cowboys,Harvard Crimson,
3/15/2011,New Mexico Lobos,Texas-El Paso Miners,
3/15/2011,McNeese St.,Boston College Eagles,
3/15/2011,St. Mary's,Kent State Golden Flashes,
3/16/2011,Wichita State Shockers,Nebraska Cornhuskers,
3/16/2011,Virginia Tech Hokies,Bethune Cookman Wildcats,
3/16/2011,California Golden Bears,Mississippi Rebels,
3/16/2011,Washington State Cougars,California State-Long Beach 49ers,
3/18/2011,Colorado Buffaloes,California Golden Bears,
3/19/2011,Boston College Eagles,Northwestern Wildcats,
3/19/2011,Cleveland State Vikings,College of Charleston Cougars,
3/20/2011,Virginia Tech Hokies,Wichita State Shockers,
3/20/2011,Fairfield Stags,Kent State Golden Flashes,
3/21/2011,Miami-Florida Hurricanes,Missouri State Bears,
3/21/2011,Alabama Crimson Tide,New Mexico Lobos,
3/21/2011,Washington State Cougars,Oklahoma State Cowboys,
3/22/2011,Colorado Buffaloes,Kent State Golden Flashes,
3/23/2011,Wichita State Shockers,College of Charleston Cougars,
3/23/2011,Alabama Crimson Tide,Miami-Florida Hurricanes,
3/23/2011,Washington State Cougars,Northwestern Wildcats,
3/29/2011,Wichita State Shockers,Washington State Cougars,"at New York, NY"
3/29/2011,Colorado Buffaloes,Alabama Crimson Tide,"at New York, NY"
3/31/2011,Wichita State Shockers,Alabama Crimson Tide,"at New York, NY"
11/7/2011,Saint Johns Red Storm,William & Mary Tribe,
11/7/2011,Arizona Wildcats,Valparaiso Crusaders,
11/9/2011,Saint Johns Red Storm,Lehigh Mountain Hawks,
11/9/2011,Mississippi State Bulldogs,Akron Zips,
11/9/2011,Texas A&M Aggies,Liberty University Flames,
11/9/2011,Arizona Wildcats,Duquesne Dukes,
11/11/2011,Fairfield Stags,Quinnipiac Bobcats,"at Uncasville, CT"
11/11/2011,North Carolina Central Eagles,Michigan State Spartans,"at San Diego, CA"
11/11/2011,Connecticut Huskies,Columbia Lions,
11/11/2011,Wake Forest Demon Deacons,Loyola-Maryland Greyhounds,
11/11/2011,Purdue Boilermakers,Northern Illinois Huskies,
11/11/2011,Indiana Hoosiers,Stony Brook Seawolves,
11/11/2011,South Carolina Gamecocks,Western Carolina Catamounts,
11/11/2011,Tennessee Volunteers,North Carolina-Greensboro Spartans,
11/11/2011,Florida Gators,Jackson State Tigers,
11/11/2011,Xavier Musketeers,Morgan State Bears,
11/11/2011,Kentucky Wildcats,Marist Red Foxes,
11/11/2011,Pittsburgh Panthers,Albany Great Danes,
11/11/2011,Louisville Cardinals,Tennessee-Martin Skyhawks,
11/11/2011,Hofstra Pride,LIU,
11/11/2011,Virginia Commonwealth Rams,Saint Francis-Pennsylvania Red Flash,
11/11/2011,Georgia Bulldogs,Wofford Terriers,
11/11/2011,Missouri Tigers,Southeast Missouri St.,
11/11/2011,Kansas State Wildcats,Charleston Southern,
11/11/2011,Kansas Jayhawks,Towson Tigers,
11/11/2011,Oklahoma Sooners,Idaho State Bengals,
11/11/2011,Western Kentucky Hilltoppers,Saint Josephs-Pennsylvania Hawks,
11/11/2011,Minnesota Golden Gophers,Bucknell Bison,
11/11/2011,Nebraska Cornhuskers,South Dakota Coyotes,
11/11/2011,Duke Blue Devils,Belmont Bruins,
11/11/2011,West Virginia Mountaineers,Oral Roberts Golden Eagles,
11/11/2011,Ohio State Buckeyes,Wright State Raiders,
11/11/2011,Marquette Golden Eagles,Mount Saint Marys Mountaineers,
11/11/2011,Utah State Aggies,Brigham Young Cougars,
11/11/2011,New Mexico Lobos,New Orleans Privateers,
11/11/2011,Illinois Fighting Illini,Loyola-Chicago Ramblers,
11/11/2011,Massachusetts Minutemen,Elon Phoenix,
11/11/2011,Air Force Falcons,Army Black Knights,
11/11/2011,Denver Pioneers,Portland State Vikings,
11/11/2011,Texas Tech Red Raiders,Troy Trojans,
11/11/2011,Vanderbilt Commodores,Oregon Ducks,
11/11/2011,Nevada Wolf Pack,Missouri State Bears,
11/11/2011,UCLA Bruins,Loyola-Marymount Lions,
11/11/2011,Gonzaga Bulldogs,Eastern Washington Eagles,
11/12/2011,Virginia Military Keydets,Citadel Bulldogs,"at Colorado Springs, CO"
11/12/2011,Wisconsin Badgers,Kennesaw State Owls,
11/12/2011,Virginia Tech Hokies,East Tennessee State Buccaneers,
11/12/2011,Iowa State Cyclones,Lehigh Mountain Hawks,
11/12/2011,Evansville Aces,Butler Bulldogs,
11/12/2011,Syracuse Orange,Fordham Rams,
11/12/2011,Duke Blue Devils,Presbyterian Blue Hose,
11/12/2011,Seton Hall Pirates,Saint Francis-Pennsylvania Red Flash,
11/13/2011,Vanderbilt Commodores,Cleveland State Vikings,
11/13/2011,Saint Johns Red Storm,Maryland-Baltimore County Retrievers,
11/13/2011,Virginia Cavaliers,South Carolina State Bulldogs,
11/13/2011,North Carolina-Asheville Bulldogs,North Carolina Central Eagles,
11/13/2011,Texas A&M Aggies,Southern University A&M Jaguars,
11/13/2011,Louisville Cardinals,Lamar Cardinals,
11/13/2011,Indiana Hoosiers,Tennessee-Chattanooga Moccasins,
11/13/2011,Georgia Bulldogs,Bowling Green State Falcons,
11/13/2011,North Carolina State Wolfpack,Morehead State Eagles,
11/13/2011,Pittsburgh Panthers,Rider Broncs,
11/13/2011,Arizona Wildcats,Ball State Cardinals,
11/13/2011,Northwestern Wildcats,UTPA,
11/13/2011,Texas Longhorns,Boston University,
11/13/2011,Cincinnati Bearcats,Alabama State Hornets,
11/13/2011,California Golden Bears,George Washington Colonials,
11/14/2011,Syracuse Orange,Manhattan Jaspers,
11/14/2011,Marquette Golden Eagles,Norfolk State Spartans,
11/14/2011,Georgetown Hoyas,North Carolina-Greensboro Spartans,
11/14/2011,South Florida Bulls,Marist Red Foxes,
11/14/2011,Virginia Tech Hokies,Monmouth-New Jersey Hawks,
11/14/2011,Florida State Seminoles,Central Florida Knights,
11/14/2011,Penn State Nittany Lions,Radford Highlanders,
11/14/2011,Massachusetts Minutemen,Northeastern Huskies,
11/14/2011,Purdue Boilermakers,High Point Panthers,
11/14/2011,Connecticut Huskies,Wagner Seahawks,
11/14/2011,Fairfield Stags,Providence Friars,
11/14/2011,Missouri Tigers,Mercer Bears,
11/14/2011,Kansas State Wildcats,Loyola-Chicago Ramblers,
11/14/2011,Minnesota Golden Gophers,South Dakota State Jackrabbits,
11/14/2011,Michigan Wolverines,Towson Tigers,
11/14/2011,Illinois Fighting Illini,Southern Illinois-Edwardsville Cougars,
11/14/2011,Notre Dame Fighting Irish,Detroit-Mercy Titans,
11/14/2011,George Mason Patriots,Florida International Panthers,"at Blacksburg, VA"
11/14/2011,UNLV Rebels,Nevada Wolf Pack,
11/14/2011,Washington Huskies,Portland Pilots,
11/14/2011,Southern California Trojans,Nebraska Cornhuskers,
11/14/2011,Stanford Cardinal,Fresno State Bulldogs,
11/15/2011,Gonzaga Bulldogs,Washington State Cougars,
11/15/2011,St. Mary's,Northern Iowa Panthers,
11/15/2011,Hawaii Rainbow Warriors,CS Northridge,
11/15/2011,Rider Broncs,Drexel Dragons,
11/15/2011,College of Charleston Cougars,Morehead State Eagles,
11/15/2011,West Virginia Mountaineers,Kent State Golden Flashes,
11/15/2011,Memphis Tigers,Belmont Bruins,
11/15/2011,Baylor Bears,San Diego State Aztecs,
11/15/2011,Texas Longhorns,Rhode Island Rams,
11/15/2011,Virginia Tech Hokies,Florida International Panthers,
11/15/2011,Michigan State Spartans,Duke Blue Devils,"at New York, NY"
11/15/2011,Virginia Cavaliers,Winthrop Eagles,
11/15/2011,Elon Phoenix,South Carolina Gamecocks,
11/15/2011,Xavier Musketeers,IPFW,
11/15/2011,Quinnipiac Bobcats,Yale Bulldogs,
11/15/2011,Cincinnati Bearcats,Jacksonville State Gamecocks,
11/15/2011,Villanova Wildcats,La Salle Explorers,
11/15/2011,Syracuse Orange,Albany Great Danes,
11/15/2011,Miami-Florida Hurricanes,Rutgers Scarlet Knights,
11/15/2011,Longwood Lancers,Canisius Golden Griffins,
11/15/2011,Butler Bulldogs,Tennessee-Chattanooga Moccasins,
11/15/2011,Miami-Ohio Redhawks,Dayton Flyers,
11/15/2011,Ohio State Buckeyes,Florida Gators,
11/15/2011,Oklahoma State Cowboys,Arkansas-Pine Bluff Golden Lions,
11/15/2011,Arkansas State Red Wolves,Missouri State Bears,
11/15/2011,Kentucky Wildcats,Kansas Jayhawks,"at New York, NY"
11/15/2011,Brigham Young Cougars,BYU Hawai'i,
11/15/2011,Drake Bulldogs,Iowa State Cyclones,
11/15/2011,Eastern Washington Eagles,South Dakota Coyotes,
11/15/2011,California Golden Bears,Austin Peay State Governors,
11/15/2011,Stanford Cardinal,Colorado State Rams,
11/15/2011,UCLA Bruins,Middle Tennessee State Blue Raiders,
11/16/2011,Lafayette College Leopards,Saint Francis-New York Terriers,
11/16/2011,North Carolina State Wolfpack,Princeton Tigers,
11/16/2011,Wake Forest Demon Deacons,Georgia Southern Eagles,
11/16/2011,Florida State Seminoles,Stetson Hatters,
11/16/2011,Citadel Bulldogs,Clemson Tigers,
11/16/2011,Siena College Saints,Navy Midshipmen,
11/16/2011,Penn State Nittany Lions,Long Island,
11/16/2011,American Eagles,Florida Atlantic Owls,
11/16/2011,Wagner Seahawks,North Carolina Tar Heels,
11/16/2011,Wisconsin Badgers,Colgate Red Raiders,
11/16/2011,Oklahoma State Cowboys,Texas-San Antonio Roadrunners,
11/16/2011,Evansville Aces,Indiana Hoosiers,
11/16/2011,North Dakota State Bison,Wisconsin-Green Bay Phoenix,
11/16/2011,Boise State Broncos,Utah Utes,
11/16/2011,Texas Tech Red Raiders,North Texas Mean Green Eagles,
11/16/2011,Missouri-Kansas City Kangaroos,Nebraska-Omaha Mavericks,
11/16/2011,Eastern Illinois Panthers,Loyola-Chicago Ramblers,
11/16/2011,Pittsburgh Panthers,California State-Long Beach 49ers,
11/16/2011,New Mexico Lobos,New Mexico State Aggies,
11/17/2011,Western Michigan Broncos,Temple Owls,"at San Juan, PR"
11/17/2011,Iona Gaels,Purdue Boilermakers,"at San Juan, PR"
11/17/2011,Western Kentucky Hilltoppers,Tulsa Golden Hurricane,"at Charleston, SC"
11/17/2011,Northwestern Wildcats,Louisiana State Tigers,"at Charleston, SC"
11/17/2011,Alabama Crimson Tide,Maryland Terrapins,"at San Juan, PR"
11/17/2011,Seton Hall Pirates,Virginia Commonwealth Rams,"at Charleston, SC"
11/17/2011,Mississippi State Bulldogs,Texas A&M Aggies,"at New York, NY"
11/17/2011,Minnesota Golden Gophers,Fairfield Stags,
11/17/2011,Florida Gators,North Florida Ospreys,
11/17/2011,Maryland-Baltimore County Retrievers,Loyola-Maryland Greyhounds,
11/17/2011,Connecticut Huskies,Maine Black Bears,
11/17/2011,West Virginia Mountaineers,Alcorn State Braves,
11/17/2011,Colorado Buffaloes,Wichita State Shockers,"at San Juan, PR"
11/17/2011,Missouri Tigers,Niagara Purple Eagles,
11/17/2011,Georgia Tech Yellow Jackets,Saint Josephs-Pennsylvania Hawks,"at Charleston, SC"
11/17/2011,Michigan Wolverines,Western Illinois Leathernecks,
11/17/2011,Arizona Wildcats,Saint Johns Red Storm,"at New York, NY"
11/17/2011,San Diego State Aztecs,Southern California Trojans,
11/17/2011,Oregon Ducks,Eastern Washington Eagles,
11/18/2011,Purdue Boilermakers,Temple Owls,"at San Juan, PR"
11/18/2011,Western Kentucky Hilltoppers,Louisiana State Tigers,"at Charleston, SC"
11/18/2011,Northwestern Wildcats,Tulsa Golden Hurricane,"at Charleston, SC"
11/18/2011,"Iona(at San Juan, PR)",Western Michigan Broncos,
11/18/2011,Texas A&M Aggies,Saint Johns Red Storm,"at New York, NY"
11/18/2011,Duke Blue Devils,Davidson College Wildcats,
11/18/2011,Saint Josephs-Pennsylvania Hawks,Seton Hall Pirates,"at Charleston, SC"
11/18/2011,Mississippi State Bulldogs,Arizona Wildcats,"at New York, NY"
11/18/2011,Colorado Buffaloes,Maryland Terrapins,"at San Juan, PR"
11/18/2011,Michigan State Spartans,Texas Southern Tigers,
11/18/2011,Villanova Wildcats,Delaware Blue Hens,
11/18/2011,Xavier Musketeers,Miami-Ohio Redhawks,
11/18/2011,Liberty University Flames,Eastern Kentucky Colonels,
11/18/2011,Ohio State Buckeyes,Jackson State Tigers,
11/18/2011,Arkansas Razorbacks,Houston Cougars,"at Little Rock, AR"
11/18/2011,Wisconsin-Milwaukee Panthers,Indiana-Purdue Jaguars,
11/18/2011,Oklahoma Sooners,Coppin State Eagles,
11/18/2011,Georgia Tech Yellow Jackets,Virginia Commonwealth Rams,"at Charleston, SC"
11/18/2011,Arizona State Sun Devils,New Mexico Lobos,
11/18/2011,Wichita State Shockers,Alabama Crimson Tide,"at San Juan, PR"
11/18/2011,Brigham Young Cougars,Longwood Lancers,
11/18/2011,California-Davis Aggies,Stanford Cardinal,
11/19/2011,Penn State Nittany Lions,Kentucky Wildcats,"at Uncasville, CT"
11/19/2011,Old Dominion Monarchs,South Florida Bulls,"at Uncasville, CT"
11/19/2011,Butler Bulldogs,Louisville Cardinals,
11/19/2011,Dayton Flyers,North Carolina-Wilmington Seahawks,
11/19/2011,Syracuse Orange,Colgate Red Raiders,
11/19/2011,San Diego State Aztecs,California State-Long Beach 49ers,
11/19/2011,Seattle University Red Hawks,San Francisco Dons,
11/19/2011,North Carolina State Wolfpack,Vanderbilt Commodores,"at East Rutherford, NJ"
11/19/2011,Clemson Tigers,College of Charleston Cougars,
11/19/2011,Indiana Hoosiers,Savannah State Tigers,
11/19/2011,Wisconsin Badgers,Wofford Terriers,
11/19/2011,Utah Valley Wolverines,Missouri-Kansas City Kangaroos,
11/19/2011,Gonzaga Bulldogs,Hawaii Rainbow Warriors,"at Vancouver, BC"
11/19/2011,Texas Longhorns,Oregon State Beavers,"at East Rutherford, NJ"
11/19/2011,New Mexico State Aggies,Texas-El Paso Miners,
11/19/2011,Utah State Aggies,Southern Utah Thunderbirds,
11/20/2011,Colorado Buffaloes,Western Michigan Broncos,"at San Juan, PR"
11/20/2011,Kentucky Wildcats,Old Dominion Monarchs,"at Uncasville, CT"
11/20/2011,Saint Louis Billikens,Washington Huskies,
11/20/2011,Western Kentucky Hilltoppers,Virginia Commonwealth Rams,"at Charleston, SC"
11/20/2011,Connecticut Huskies,Coppin State Eagles,
11/20/2011,Iowa State Cyclones,Western Carolina Catamounts,
11/20/2011,Maryland Terrapins,Iona Gaels,"at San Juan, PR"
11/20/2011,Nebraska Cornhuskers,Rhode Island Rams,
11/20/2011,North Carolina Central Eagles,Mississippi Valley State Delta Devils,
11/20/2011,Louisiana State Tigers,Georgia Tech Yellow Jackets,"at Charleston, SC"
11/20/2011,Penn State Nittany Lions,South Florida Bulls,"at Uncasville, CT"
11/20/2011,Texas Tech Red Raiders,Stephen F. Austin State Lumberjacks,
11/20/2011,South Dakota Coyotes,Nebraska-Omaha Mavericks,
11/20/2011,Iowa Hawkeyes,Creighton Blue Jays,"at Des Moines, IA"
11/20/2011,Liberty University Flames,William & Mary Tribe,
11/20/2011,Wichita State Shockers,Temple Owls,"at San Juan, PR"
11/20/2011,Texas Christian Horned Frogs,Norfolk State Spartans,"at St. Thomas, VI"
11/20/2011,Tulsa Golden Hurricane,Saint Josephs-Pennsylvania Hawks,"at Charleston, SC"
11/20/2011,Michigan State Spartans,UALR,
11/20/2011,South Carolina Gamecocks,Tennessee State Tigers,
11/20/2011,Wake Forest Demon Deacons,North Carolina Tar Heels,
11/20/2011,Alabama Crimson Tide,Purdue Boilermakers,"at San Juan, PR"
11/20/2011,Northwestern Wildcats,Seton Hall Pirates,"at Charleston, SC"
11/20/2011,Marquette Golden Eagles,Mississippi Rebels,"at St. Thomas, VI"
11/21/2011,Memphis Tigers,Michigan Wolverines,"at Maui, HI"
11/21/2011,Tennessee Volunteers,Duke Blue Devils,"at Maui, HI"
11/21/2011,"Ole Miss(at St. Thomas, VI)",Texas Christian Horned Frogs,
11/21/2011,Indiana Hoosiers,Gardner Webb Runnin Bulldogs,
11/21/2011,Texas Longhorns,North Carolina State Wolfpack,"at East Rutherford, NJ"
11/21/2011,Boston College Eagles,Massachusetts Minutemen,
11/21/2011,Florida Gators,Wright State Raiders,"at Tampa, FL"
11/21/2011,Cincinnati Bearcats,Northwestern State Demons,
11/21/2011,Butler Bulldogs,Savannah State Tigers,
11/21/2011,Notre Dame Fighting Irish,Missouri Tigers,"at Kansas City, MO"
11/21/2011,Minnesota Golden Gophers,Mount Saint Marys Mountaineers,
11/21/2011,Marquette Golden Eagles,Norfolk State Spartans,"at St. Thomas, VI"
11/21/2011,Ohio State Buckeyes,North Florida Ospreys,
11/21/2011,Oregon State Beavers,Vanderbilt Commodores,"at East Rutherford, NJ"
11/21/2011,Georgia Bulldogs,California Golden Bears,"at Kansas City, MO"
11/21/2011,Chaminade,UCLA Bruins,"at Maui, HI"
11/22/2011,Kansas Jayhawks,Georgetown Hoyas,"at Maui, HI"
11/22/2011,Tennessee Volunteers,Memphis Tigers,"at Maui, HI"
11/22/2011,Chaminade,Georgetown Hoyas,"at Maui, HI"
11/22/2011,Duke Blue Devils,Michigan Wolverines,"at Maui, HI"
11/22/2011,Rutgers Scarlet Knights,Illinois State Redbirds,"at Cancun, Mexico"
11/22/2011,Pittsburgh Panthers,La Salle Explorers,
11/22/2011,Miami-Florida Hurricanes,Florida Gulf Coast Eagles,
11/22/2011,South Carolina Gamecocks,Mississippi Valley State Delta Devils,
11/22/2011,Louisville Cardinals,Arkansas State Red Wolves,
11/22/2011,West Virginia Mountaineers,Morehead State Eagles,"at Charleston, WV"
11/22/2011,Lafayette College Leopards,Farleigh Dickinson,
11/22/2011,Hofstra Pride,Florida Atlantic Owls,
11/22/2011,North Carolina Central Eagles,Tennessee State Tigers,
11/22/2011,Notre Dame Fighting Irish,Georgia Bulldogs,"at Kansas City, MO"
11/22/2011,Kansas State Wildcats,Maryland-Eastern Shore Hawks,
11/22/2011,Iowa State Cyclones,Northern Colorado Bears,
11/22/2011,Northern Iowa Panthers,Western Carolina Catamounts,
11/22/2011,Brigham Young Cougars,Prairie View A&M Panthers,
11/22/2011,Clemson Tigers,Coastal Carolina Chanticleers,
11/22/2011,Saint Johns Red Storm,Saint Francis-New York Terriers,
11/22/2011,Kansas Jayhawks,UCLA Bruins,"at Maui, HI"
11/22/2011,Illinois Fighting Illini,Richmond Spiders,"at Cancun, Mexico"
11/22/2011,Missouri Tigers,California Golden Bears,"at Kansas City, MO"
11/23/2011,Hawaii Rainbow Warriors,Eastern Washington Eagles,
11/23/2011,"Chaminade(at Maui, HI)",Tennessee Volunteers,
11/23/2011,Memphis Tigers,Georgetown Hoyas,"at Maui, HI"
11/23/2011,Oklahoma State Cowboys,Stanford Cardinal,"at New York, NY"
11/23/2011,Georgia Tech Yellow Jackets,Siena College Saints,
11/23/2011,Richmond Spiders,Rutgers Scarlet Knights,"at Cancun, Mexico"
11/23/2011,Ohio State Buckeyes,Virginia Military Keydets,
11/23/2011,Denver Pioneers,St. Mary's,
11/23/2011,Old Dominion Monarchs,Vermont Catamounts,
11/23/2011,South Florida Bulls,Georgia Southern Eagles,
11/23/2011,Kentucky Wildcats,Radford Highlanders,
11/23/2011,Butler Bulldogs,Gardner Webb Runnin Bulldogs,
11/23/2011,Penn State Nittany Lions,Youngstown State Penguins,
11/23/2011,Purdue Boilermakers,Western Michigan Broncos,
11/23/2011,Michigan Wolverines,UCLA Bruins,"at Maui, HI"
11/23/2011,Baylor Bears,Texas-Arlington Mavericks,
11/23/2011,Louisiana State Tigers,South Alabama Jaguars,
11/23/2011,Western Kentucky Hilltoppers,Virginia Commonwealth Rams,
11/23/2011,North Dakota Fighting Hawks,Montana Grizzlies,
11/23/2011,Arizona Wildcats,San Diego State Aztecs,
11/23/2011,Nebraska Cornhuskers,Oregon Ducks,
11/23/2011,Air Force Falcons,Colorado Buffaloes,
11/23/2011,Virginia Tech Hokies,Syracuse Orange,"at New York, NY"
11/23/2011,Illinois State Redbirds,Illinois Fighting Illini,"at Cancun, Mexico"
11/23/2011,Kansas Jayhawks,Duke Blue Devils,"at Maui, HI"
11/23/2011,Alaska-Anchorage,Murray State Racers,
11/24/2011,San Francisco Dons,Dartmouth College Big Green,"at Anchorage, AK"
